Time,Altitude,Velocity,Accel,Mass,Dyn. Pressure,Mach,Atm. Pressure,Stag. Temp,Flight_Type,Mission_ID
619.0,2213048.26,3278.17,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
620.0,2215821.14,3273.6,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
621.0,2218588.96,3269.02,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
622.0,2221351.74,3264.46,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
623.0,2224109.48,3259.89,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
624.0,2226862.17,3255.34,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
625.0,2229609.82,3250.78,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
626.0,2232352.43,3246.23,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
627.0,2235090.02,3241.69,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
628.0,2237822.57,3237.15,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
629.0,2240550.1,3232.62,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
630.0,2243272.6,3228.09,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
631.0,2245990.08,3223.57,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
632.0,2248702.55,3219.05,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
633.0,2251410.0,3214.54,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
634.0,2254112.44,3210.03,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
635.0,2256809.87,3205.52,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
636.0,2259502.29,3201.02,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
637.0,2262189.71,3196.53,0.55,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
638.0,2264872.14,3192.04,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
639.0,2267549.56,3187.56,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
640.0,2270222.0,3183.08,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
641.0,2272889.44,3178.6,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
642.0,2275551.9,3174.13,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
643.0,2278209.37,3169.66,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
644.0,2280861.86,3165.2,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
645.0,2283509.37,3160.75,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
646.0,2286151.9,3156.3,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
647.0,2288789.47,3151.85,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
648.0,2291422.06,3147.41,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
649.0,2294049.69,3142.97,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
650.0,2296672.35,3138.54,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
651.0,2299290.05,3134.12,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
652.0,2301902.79,3129.69,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
653.0,2304510.58,3125.28,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
654.0,2307113.42,3120.86,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
655.0,2309711.3,3116.46,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
656.0,2312304.24,3112.05,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
657.0,2314892.24,3107.66,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
658.0,2317475.29,3103.26,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
659.0,2320053.41,3098.87,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
660.0,2322626.59,3094.49,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
661.0,2325194.84,3090.11,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
662.0,2327758.16,3085.74,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
663.0,2330316.55,3081.37,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
664.0,2332870.02,3077.0,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
665.0,2335418.56,3072.65,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
666.0,2337962.19,3068.29,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
667.0,2340500.9,3063.94,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
668.0,2343034.7,3059.59,0.54,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
669.0,2345563.59,3055.25,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
670.0,2348087.58,3050.92,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
671.0,2350606.65,3046.59,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
672.0,2353120.83,3042.26,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
673.0,2355630.1,3037.94,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
674.0,2358134.48,3033.62,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
675.0,2360633.97,3029.31,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
676.0,2363128.56,3025.01,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
677.0,2365618.27,3020.7,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
678.0,2368103.09,3016.41,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
679.0,2370583.03,3012.11,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
680.0,2373058.09,3007.82,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
681.0,2375528.27,3003.54,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
682.0,2377993.57,2999.26,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
683.0,2380454.0,2994.99,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
684.0,2382909.56,2990.72,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
685.0,2385360.26,2986.46,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
686.0,2387806.09,2982.2,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
687.0,2390247.06,2977.94,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
688.0,2392683.17,2973.69,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
689.0,2395114.42,2969.45,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
690.0,2397540.82,2965.21,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
691.0,2399962.37,2960.97,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
692.0,2402379.07,2956.74,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
693.0,2404790.92,2952.52,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
694.0,2407197.93,2948.29,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
695.0,2409600.1,2944.08,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
696.0,2411997.42,2939.87,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
697.0,2414389.92,2935.66,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
698.0,2416777.58,2931.46,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
699.0,2419160.41,2927.26,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
700.0,2421538.41,2923.07,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
701.0,2423911.58,2918.88,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
702.0,2426279.93,2914.7,0.53,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
703.0,2428643.46,2910.52,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
704.0,2431002.17,2906.35,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
705.0,2433356.07,2902.18,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
706.0,2435705.15,2898.01,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
707.0,2438049.42,2893.85,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
708.0,2440388.89,2889.7,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
709.0,2442723.54,2885.55,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
710.0,2445053.4,2881.41,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
711.0,2447378.45,2877.27,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
712.0,2449698.7,2873.13,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
713.0,2452014.16,2869.0,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
714.0,2454324.83,2864.87,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
715.0,2456630.7,2860.75,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
716.0,2458931.78,2856.64,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
717.0,2461228.08,2852.53,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
718.0,2463519.59,2848.42,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
719.0,2465806.33,2844.32,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
720.0,2468088.28,2840.22,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
721.0,2470365.45,2836.13,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
722.0,2472637.86,2832.04,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
723.0,2474905.48,2827.96,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
724.0,2477168.34,2823.88,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
725.0,2479426.43,2819.81,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
726.0,2481679.76,2815.74,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
727.0,2483928.33,2811.68,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
728.0,2486172.13,2807.62,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
729.0,2488411.17,2803.56,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
730.0,2490645.46,2799.51,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
731.0,2492875.0,2795.47,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
732.0,2495099.78,2791.43,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
733.0,2497319.82,2787.4,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
734.0,2499535.11,2783.37,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
735.0,2501745.66,2779.34,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
736.0,2503951.46,2775.32,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
737.0,2506152.52,2771.31,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
738.0,2508348.85,2767.3,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
739.0,2510540.44,2763.29,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
740.0,2512727.3,2759.29,0.52,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
741.0,2514909.43,2755.29,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
742.0,2517086.83,2751.3,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
743.0,2519259.5,2747.32,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
744.0,2521427.45,2743.33,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
745.0,2523590.68,2739.36,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
746.0,2525749.18,2735.39,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
747.0,2527902.98,2731.42,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
748.0,2530052.05,2727.46,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
749.0,2532196.41,2723.5,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
750.0,2534336.07,2719.55,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
751.0,2536471.01,2715.6,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
752.0,2538601.25,2711.66,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
753.0,2540726.78,2707.72,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
754.0,2542847.61,2703.79,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
755.0,2544963.74,2699.86,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
756.0,2547075.18,2695.93,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
757.0,2549181.92,2692.02,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
758.0,2551283.96,2688.1,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
759.0,2553381.31,2684.19,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
760.0,2555473.98,2680.29,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
761.0,2557561.96,2676.39,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
762.0,2559645.25,2672.5,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
763.0,2561723.86,2668.61,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
764.0,2563797.79,2664.73,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
765.0,2565867.04,2660.85,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
766.0,2567931.62,2656.97,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
767.0,2569991.52,2653.1,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
768.0,2572046.74,2649.24,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
769.0,2574097.3,2645.38,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
770.0,2576143.19,2641.52,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
771.0,2578184.42,2637.67,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
772.0,2580220.98,2633.83,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
773.0,2582252.87,2629.99,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
774.0,2584280.11,2626.16,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
775.0,2586302.69,2622.33,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
776.0,2588320.62,2618.5,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
777.0,2590333.89,2614.68,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
778.0,2592342.51,2610.87,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
779.0,2594346.47,2607.06,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
780.0,2596345.8,2603.25,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
781.0,2598340.47,2599.45,0.51,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
782.0,2600330.5,2595.66,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
783.0,2602315.89,2591.87,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
784.0,2604296.64,2588.08,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
785.0,2606272.76,2584.3,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
786.0,2608244.23,2580.53,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
787.0,2610211.08,2576.76,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
788.0,2612173.29,2572.99,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
789.0,2614130.87,2569.23,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
790.0,2616083.82,2565.48,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
791.0,2618032.15,2561.73,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
792.0,2619975.85,2557.98,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
793.0,2621914.93,2554.24,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
794.0,2623849.39,2550.51,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
795.0,2625779.23,2546.78,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
796.0,2627704.46,2543.05,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
797.0,2629625.07,2539.34,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
798.0,2631541.07,2535.62,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
799.0,2633452.45,2531.91,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
800.0,2635359.23,2528.21,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
801.0,2637261.41,2524.51,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
802.0,2639158.97,2520.81,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
803.0,2641051.94,2517.13,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
804.0,2642940.3,2513.44,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
805.0,2644824.06,2509.76,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
806.0,2646703.23,2506.09,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
807.0,2648577.8,2502.42,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
808.0,2650447.77,2498.76,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
809.0,2652313.16,2495.1,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
810.0,2654173.95,2491.45,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
811.0,2656030.16,2487.8,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
812.0,2657881.77,2484.16,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
813.0,2659728.81,2480.52,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
814.0,2661571.26,2476.89,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
815.0,2663409.13,2473.26,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
816.0,2665242.42,2469.64,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
817.0,2667071.13,2466.02,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
818.0,2668895.27,2462.41,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
819.0,2670714.83,2458.81,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
820.0,2672529.83,2455.2,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
821.0,2674340.25,2451.61,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
822.0,2676146.1,2448.02,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
823.0,2677947.38,2444.43,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
824.0,2679744.1,2440.85,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
825.0,2681536.26,2437.28,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
826.0,2683323.86,2433.71,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
827.0,2685106.89,2430.15,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
828.0,2686885.37,2426.59,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
829.0,2688659.29,2423.03,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
830.0,2690428.66,2419.49,0.5,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
831.0,2692193.47,2415.94,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
832.0,2693953.73,2412.41,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
833.0,2695709.45,2408.87,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
834.0,2697460.61,2405.35,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
835.0,2699207.23,2401.83,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
836.0,2700949.3,2398.31,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
837.0,2702686.84,2394.8,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
838.0,2704419.83,2391.29,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
839.0,2706148.28,2387.79,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
840.0,2707872.19,2384.3,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
841.0,2709591.57,2380.81,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
842.0,2711306.41,2377.33,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
843.0,2713016.72,2373.85,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
844.0,2714722.5,2370.38,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
845.0,2716423.75,2366.91,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
846.0,2718120.47,2363.45,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
847.0,2719812.67,2359.99,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
848.0,2721500.34,2356.54,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
849.0,2723183.49,2353.09,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
850.0,2724862.12,2349.65,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
851.0,2726536.22,2346.22,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
852.0,2728205.81,2342.79,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
853.0,2729870.89,2339.37,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
854.0,2731531.44,2335.95,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
855.0,2733187.49,2332.54,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
856.0,2734839.02,2329.13,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
857.0,2736486.05,2325.73,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
858.0,2738128.56,2322.33,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
859.0,2739766.57,2318.94,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
860.0,2741400.07,2315.56,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
861.0,2743029.07,2312.18,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
862.0,2744653.57,2308.81,0.49,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
